username;date;retweets;text;hashtags;id
TheSaharaGreen;2016-05-25 11:39;0;"Uganda: Naro Institute Develops New Irish Potato Variety to Curb Late Blight http:// bit.ly/1WSt3VI #DoAgric";#DoAgric;"735404901765808129"
dlirelandnews;2016-05-25 01:27;0;"Naro institute develops new Irish potato variety to curb late blight : … a demonstration garden where improved... http:// bit.ly/1WRlmiE";;"735250955621392385"
EINBiotech;2016-05-25 01:20;0;"Naro institute develops new Irish potato variety to curb late blight http:// s.einnews.com/eq0_Bx80YJ";;"735249156911071233"
afrilocen;2016-05-25 00:33;0;"Naro institute develops new Irish potato variety to curb late blight http:// ift.tt/1WgHPoP";;"735237416785719296"
AfricaMedia54;2016-05-25 00:06;0;"Naro institute develops new Irish potato variety to curb late blight http:// ift.tt/1WgHPoP #Uganda #Africa";#Uganda #Africa;"735230625779724289"
ajanegevens;2016-05-24 16:10;0;"UWEX Veg Crop Updates #8: late blight /cucurbit DM updates; special pesticide registration info; fertility recs... http:// fb.me/1azIDOZ6U";#8;"735110690264977408"
RaganAndMassey;2016-05-24 14:50;0;"Late blight found on #smallfarm tomatoes in SC – here’s what to look for. http:// bit.ly/1TnpiTR";#smallfarm;"735090601285328896"
NansyeLee;2016-05-24 03:29;0;"Can Hydrogen Peroxide Fight Late Blight on My Tomatoes? Hmmmm...... read on :>) http:// homeguides.sfgate.com/can-hydrogen-p eroxide-fight-late-blight-tomatoes-93195.html …";;"734919154344562689"
Soilrocks;2016-05-23 22:24;0;"There is a Potato Late Blight Disease Advisory from the University of Maryland! pic.twitter.com/4nOQHiJX1p";;"734842451865788416"
Kings_Cambridge;2016-05-23 09:16;0;"Crop connectivity under climate change: future environmental and geographic risks of potato late blight in Scotland …";;"734644186423693312"
watsupafrica;2016-05-22 21:41;0;"UG: Potato Late Blight Disease Rages On http:// goo.gl/IB2v7y";;"734469228473024512"
gemswinc;2016-05-21 17:14;0;"@slines Nice! I've grown them.. Am sticking to " late blight " resistant now @WebGrrrrl @sandarwai @Jade44_4 @deephil11 @dawnk777";;"734039792921497600"
DatatechAg;2016-05-21 04:29;0;"May 13 late blight update: No new detections of late blight have been made in the past week. Earlier this sea... http:// bit.ly/1TpLRp9";;"733847126304645122"
postframepro;2016-05-21 04:29;0;"May 13 late blight update: No new detections of late blight have been made in the past week. Earlier this sea... http:// bit.ly/1TpLRp9";;"733847124748599296"
PestGeekPodcast;2016-05-20 23:17;0;"Scout potatoes for late blight due to recent reports - Late blight , caused by the oomycete Phytophthora infesta... http:// ow.ly/zRP5500vxOc";;"733768650486845440"
RROIJournals;2016-05-20 18:12;0;"The Never-Ending Story: Breeding Potato for Late Blight Resistance ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... http:// fb.me/7rPnYjaKl";;"733691795171737600"
KathryneEverts;2016-05-20 02:02;2;"Late blight in tomato is confirmed in a greenhouse in Garrett County. US23.";;"733447683369762817"
CherylTrueman;2016-05-19 03:29;3;"High risk of volunteer potatoes in Michigian in 2016 = potential for overwintering P. infestans ( late blight ). http:// goo.gl/vMGgeg";;"733107184574320641"
Soulard_Market;2016-05-19 01:40;0;"The potato disease “ Late Blight ” was the principal cause of the Irish Potato Famine, which killed a half million people.";;"733079790413066242"
ajanegevens;2016-05-18 22:03;0;"Consider WI potato volunteer survival - in managing late blight risk http:// fb.me/50SHPQYuY";;"733025359743090688"
hortagentbeth;2016-05-18 14:42;0;"Late blight a possibility on maters & taters. UK control info here: http:// ow.ly/EFJp300k9bU Monitor mvemnt here: http:// ow.ly/58zg300k98a";;"732914143443963904"
